material_id,formula,composition,structure,band_gap,functional
mp-989637,BaReN3,Ba1 Re1 N3,"Full Formula (Ba4 Re4 N12)
Reduced Formula: BaReN3
abc   :   7.989707   7.989707   6.143923
angles:  81.543286  81.543286  91.196383
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.328517  0.671483  0.25
  1  Ba    0.100095  0.899905  0.75
  2  Ba    0.671483  0.328517  0.75
  3  Ba    0.899905  0.100095  0.25
  4  Re    0.20419   0.36962   0.760125
  5  Re    0.63038   0.79581   0.739875
  6  Re    0.36962   0.20419   0.260125
  7  Re    0.79581   0.63038   0.239875
  8  N     0.765175  0.979583  0.681776
  9  N     0.642349  0.680425  0.486341
 10  N     0.357651  0.319575  0.513659
 11  N     0.979583  0.765175  0.181776
 12  N     0.853671  0.423455  0.316808
 13  N     0.234825  0.020417  0.318224
 14  N     0.146329  0.576545  0.683192
 15  N     0.423455  0.853671  0.816808
 16  N     0.576545  0.146329  0.183192
 17  N     0.680425  0.642349  0.986341
 18  N     0.319575  0.357651  0.013659
 19  N     0.020417  0.234825  0.818224",1.7855000000000003,GGA Static
mp-1183298,BaReO3,Ba1 Re1 O3,"Full Formula (Ba1 Re1 O3)
Reduced Formula: BaReO3
abc   :   4.064732   4.064732   4.064732
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0      -0
  1  Re    0.5  0.5  0.5     0.004
  2  O     0.5  0.5  0       0
  3  O     0.5  0    0.5     0
  4  O     0    0.5  0.5     0",0.0,GGA Static
mp-7685,BaRhO3,Ba1 Rh1 O3,"Full Formula (Ba4 Rh4 O12)
Reduced Formula: BaRhO3
abc   :   5.771511   5.771510   9.654164
angles:  89.999948  90.000046 119.999956
pbc   :       True       True       True
Sites (20)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Ba     0.666667   0.333334  0.750017     0.009
  1  Ba     0.333333   0.666667  0.249983     0.009
  2  Ba    -0          0         0.499964     0.003
  3  Ba     0          0         3.2e-05      0.003
  4  Rh     0.333333   0.666667  0.886498     0.62
  5  Rh     0.666667   0.333333  0.386333     0.62
  6  Rh     0.666667   0.333333  0.113571     0.62
  7  Rh     0.333333   0.666667  0.613619     0.62
  8  O      0.182773   0.365547  0.750046     0.047
  9  O      0.817224   0.182776  0.249958     0.047
 10  O      0.365553   0.182775  0.249958     0.047
 11  O      0.634453   0.817227  0.750046     0.047
 12  O      0.182773   0.817227  0.750046     0.047
 13  O      0.817225   0.634447  0.249958     0.047
 14  O      0.500014   2.8e-05   0.499973     0.163
 15  O      0.5        0.5       1.7e-05      0.163
 16  O      0.499999  -1e-06     1.7e-05      0.163
 17  O      0.500014   0.499986  0.499973     0.163
 18  O     -2.8e-05    0.499986  0.499973     0.163
 19  O      1e-06      0.500001  1.7e-05      0.163",0.0,GGA Static
mp-1016850,BaRhO3,Ba1 Rh1 O3,"Full Formula (Ba1 Rh1 O3)
Reduced Formula: BaRhO3
abc   :   4.094455   4.094455   4.094455
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0       0.014
  1  Rh    0.5  0.5  0.5     0.913
  2  O     0.5  0.5  0       0.064
  3  O     0.5  0    0.5     0.114
  4  O     0    0.5  0.5     0.32",0.0,GGA Static
mp-3597,BaRuO3,Ba1 Ru1 O3,"Full Formula (Ba4 Ru4 O12)
Reduced Formula: BaRuO3
abc   :   5.781549   5.781549   9.632656
angles:  90.000016  89.999988 119.999959
pbc   :       True       True       True
Sites (20)
  #  SP           a          b          c    magmom
---  ----  --------  ---------  ---------  --------
  0  Ba    0.666667   0.333333   0.749993     0.005
  1  Ba    0.333333   0.666667   0.250003     0.005
  2  Ba    0          0          0.500017    -0
  3  Ba    0          0         -5.1e-05     -0
  4  Ru    0.666667   0.333333   0.387324     1.436
  5  Ru    0.333333   0.666667   0.887309     1.436
  6  Ru    0.333333   0.666666   0.612691     1.435
  7  Ru    0.666667   0.333333   0.112678     1.435
  8  O     0.636239   0.818118   0.750004     0.085
  9  O     0.818104   0.63621    0.250008     0.085
 10  O     0.818106   0.181896   0.250008     0.085
 11  O     0.181882   0.81812    0.750005     0.085
 12  O     0.181879   0.363761   0.750004     0.085
 13  O     0.36379    0.181894   0.250008     0.085
 14  O     0.499997   0.500002   0.500009     0.221
 15  O     9e-06      0.500005  -9e-06        0.221
 16  O     0.499995   0.500004  -9e-06        0.221
 17  O     4e-06      0.500003   0.500008     0.221
 18  O     0.499998  -4e-06      0.500008     0.221
 19  O     0.499996  -9e-06     -9e-06        0.221",0.0,GGA Static
mp-3598,BaRuO3,Ba1 Ru1 O3,"Full Formula (Ba6 Ru6 O18)
Reduced Formula: BaRuO3
abc   :   5.798524   5.798524  14.252885
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.333333  0.666667  0.411945     0.008
  1  Ba    0.666667  0.333333  0.911945     0.007
  2  Ba    0.666667  0.333333  0.588055     0.008
  3  Ba    0.333333  0.666667  0.088055     0.007
  4  Ba    0         0         0.75         0.008
  5  Ba    0         0         0.25         0.008
  6  Ru    0.333333  0.666667  0.839409     0.547
  7  Ru    0.666667  0.333333  0.339409     0.629
  8  Ru    0.666667  0.333333  0.160591     0.547
  9  Ru    0.333333  0.666667  0.660591     0.629
 10  Ru    0         0         0.5          1.278
 11  Ru    0         0         0            1.202
 12  O     0.835164  0.670329  0.419698     0.135
 13  O     0.329671  0.164836  0.419698     0.135
 14  O     0.835164  0.164836  0.419698     0.136
 15  O     0.164836  0.835164  0.919698     0.123
 16  O     0.164836  0.835164  0.580302     0.136
 17  O     0.164836  0.329671  0.919698     0.123
 18  O     0.670329  0.835164  0.919698     0.123
 19  O     0.329671  0.164836  0.080302     0.123
 20  O     0.835164  0.670329  0.080302     0.123
 21  O     0.164836  0.329671  0.580302     0.135
 22  O     0.670329  0.835164  0.580302     0.135
 23  O     0.835164  0.164836  0.080302     0.123
 24  O     0.510824  0.489176  0.25         0.057
 25  O     0.021648  0.510824  0.75         0.057
 26  O     0.489176  0.978352  0.75         0.057
 27  O     0.510824  0.021648  0.25         0.057
 28  O     0.978352  0.489176  0.25         0.057
 29  O     0.489176  0.510824  0.75         0.057",0.0,GGA Static
mp-5773,BaRuO3,Ba1 Ru1 O3,"Full Formula (Ba3 Ru3 O9)
Reduced Formula: BaRuO3
abc   :   7.936574   7.937655   7.933601
angles:  42.713770  43.058686  42.713055
pbc   :       True       True       True
Sites (15)
  #  SP            a         b          c
---  ----  ---------  --------  ---------
  0  Ba     0.782231  0.78188    0.782232
  1  Ba     0.217769  0.21812    0.217768
  2  Ba    -0         0         -0
  3  Ru     0.615797  0.619168   0.615761
  4  Ru     0.384203  0.380832   0.384239
  5  Ru     0.5       0.5        0.5
  6  O      0.712187  0.248802   0.711502
  7  O      0.245477  0.71324    0.718254
  8  O      0.718389  0.712677   0.245392
  9  O      0.287813  0.751198   0.288498
 10  O      0.754523  0.28676    0.281746
 11  O      0.281611  0.287323   0.754608
 12  O      0.5       0.5       -0
 13  O     -0         0.5        0.5
 14  O      0.5       0          0.5",0.0,GGA Static
mp-1017591,BaRuO3,Ba1 Ru1 O3,"Full Formula (Ba1 Ru1 O3)
Reduced Formula: BaRuO3
abc   :   4.063668   4.063668   4.063668
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0       0.011
  1  Ru    0.5  0.5  0.5     1.367
  2  O     0.5  0.5  0       0.164
  3  O     0.5  0    0.5     0.164
  4  O     0    0.5  0.5     0.164",0.0,GGA Static
mp-768307,BaSO3,Ba1 S1 O3,"Full Formula (Ba2 S2 O6)
Reduced Formula: BaSO3
abc   :   5.572643   4.716658   6.797828
angles:  73.213457  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.25      0.655378  0.726069        -0
  1  Ba    0.75      0.344622  0.273931        -0
  2  S     0.25      0.926503  0.1762           0
  3  S     0.75      0.073497  0.8238           0
  4  O     0.75      0.731301  0.870854         0
  5  O     0.469282  0.823201  0.318883         0
  6  O     0.030718  0.823201  0.318883         0
  7  O     0.969282  0.176799  0.681117         0
  8  O     0.530718  0.176799  0.681117         0
  9  O     0.25      0.268699  0.129146         0",4.4264,GGA Static
mp-18291,BaSbTe3,Ba1 Sb1 Te3,"Full Formula (Ba8 Sb8 Te24)
Reduced Formula: BaSbTe3
abc   :   4.688593  17.310618  18.236037
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.263251  0.539942  0.667925         0
  1  Ba    0.763251  0.960058  0.332075         0
  2  Ba    0.736749  0.039942  0.832075         0
  3  Ba    0.236749  0.460058  0.167925         0
  4  Ba    0.267027  0.395618  0.905197        -0
  5  Ba    0.767027  0.104382  0.094803        -0
  6  Ba    0.732973  0.895618  0.594803        -0
  7  Ba    0.232973  0.604382  0.405197        -0
  8  Sb    0.785307  0.284324  0.698484         0
  9  Sb    0.285307  0.215676  0.301516         0
 10  Sb    0.214693  0.784324  0.801516         0
 11  Sb    0.714693  0.715676  0.198484         0
 12  Sb    0.712523  0.629229  0.972356        -0
 13  Sb    0.212523  0.870771  0.027644        -0
 14  Sb    0.287477  0.129229  0.527644        -0
 15  Sb    0.787477  0.370771  0.472356        -0
 16  Te    0.751018  0.474285  0.026292         0
 17  Te    0.251018  0.025715  0.973708         0
 18  Te    0.248982  0.974285  0.473708         0
 19  Te    0.748982  0.525715  0.526292         0
 20  Te    0.67384   0.287921  0.193068        -0
 21  Te    0.17384   0.212079  0.806933        -0
 22  Te    0.32616   0.787921  0.306932        -0
 23  Te    0.82616   0.712079  0.693067        -0
 24  Te    0.285939  0.677604  0.092142         0
 25  Te    0.785939  0.822396  0.907858         0
 26  Te    0.714061  0.177604  0.407858         0
 27  Te    0.214061  0.322396  0.592142         0
 28  Te    0.203923  0.736938  0.561265         0
 29  Te    0.703923  0.763062  0.438735         0
 30  Te    0.796077  0.236938  0.938735         0
 31  Te    0.296077  0.263062  0.061265         0
 32  Te    0.236128  0.397476  0.36961         -0
 33  Te    0.736128  0.102524  0.63039         -0
 34  Te    0.763872  0.897476  0.13039         -0
 35  Te    0.263872  0.602524  0.86961         -0
 36  Te    0.733822  0.566816  0.267769         0
 37  Te    0.233822  0.933184  0.732231         0
 38  Te    0.266178  0.066816  0.232231         0
 39  Te    0.766178  0.433184  0.767769         0",0.37429999999999986,GGA Static
mp-1183289,BaScO3,Ba1 Sc1 O3,"Full Formula (Ba1 Sc1 O3)
Reduced Formula: BaScO3
abc   :   4.219697   4.219697   4.219697
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0      -0.009
  1  Sc    0.5  0.5  0.5    -0.045
  2  O     0.5  0.5  0       0.209
  3  O     0.5  0    0.5     0.341
  4  O     0    0.5  0.5     0.326",0.0,GGA Static
mp-6989,BaSeO3,Ba1 Se1 O3,"Full Formula (Ba2 Se2 O6)
Reduced Formula: BaSeO3
abc   :   4.727317   5.684048   6.881634
angles:  90.000000 107.076202  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.344463  0.75      0.707976
  1  Ba    0.655538  0.25      0.292024
  2  Se    0.934143  0.25      0.838928
  3  Se    0.065857  0.75      0.161072
  4  O     0.175013  0.982945  0.32216
  5  O     0.824987  0.482945  0.67784
  6  O     0.824987  0.017055  0.67784
  7  O     0.175013  0.517055  0.32216
  8  O     0.691574  0.75      0.120403
  9  O     0.308426  0.25      0.879597",3.8865999999999996,GGA Static
mp-1070137,BaSi3Pd,Ba1 Si3 Pd1,"Full Formula (Ba1 Si3 Pd1)
Reduced Formula: BaSi3Pd
abc   :   4.430204   4.430204   6.001890
angles: 111.658114 111.658114  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.615473  0.615473  0.230946
  1  Si    0.000611  0.000611  0.001223
  2  Si    0.869173  0.369173  0.738347
  3  Si    0.369173  0.869173  0.738347
  4  Pd    0.262269  0.262269  0.524537",0.0,GGA Static
mp-1069809,BaSi3Pt,Ba1 Si3 Pt1,"Full Formula (Ba1 Si3 Pt1)
Reduced Formula: BaSi3Pt
abc   :   5.949319   5.949319   5.949319
angles: 136.225664 136.225664  63.631648
pbc   :       True       True       True
Sites (5)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Ba    0.601435  0.601435  -0
  1  Si    0.993991  0.993991   0
  2  Si    0.356308  0.856308   0.5
  3  Si    0.856308  0.356308   0.5
  4  Pt    0.250757  0.250757  -0",0.0,GGA Static
mp-7339,BaSiO3,Ba1 Si1 O3,"Full Formula (Ba4 Si4 O12)
Reduced Formula: BaSiO3
abc   :   4.638022   5.691674  12.707909
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.72941   0.8156    0.857908        -0
  1  Ba    0.22941   0.6844    0.142092        -0
  2  Ba    0.27059   0.3156    0.642092        -0
  3  Ba    0.77059   0.1844    0.357908        -0
  4  Si    0.181079  0.303472  0.927031         0
  5  Si    0.681079  0.196528  0.072969         0
  6  Si    0.818921  0.803472  0.572969         0
  7  Si    0.318921  0.696528  0.427031         0
  8  O     0.240224  0.580173  0.906356        -0
  9  O     0.740224  0.919827  0.093644        -0
 10  O     0.759776  0.080173  0.593644        -0
 11  O     0.259776  0.419827  0.406356        -0
 12  O     0.249512  0.121641  0.83252         -0
 13  O     0.749512  0.378359  0.16748         -0
 14  O     0.750488  0.621641  0.66748         -0
 15  O     0.250488  0.878359  0.33252         -0
 16  O     0.670841  0.723176  0.457442        -0
 17  O     0.170841  0.776824  0.542558        -0
 18  O     0.329159  0.223176  0.042558        -0
 19  O     0.829159  0.276824  0.957442        -0",4.5335,GGA Static
mp-12958,BaSiO3,Ba1 Si1 O3,"Full Formula (Ba3 Si3 O9)
Reduced Formula: BaSiO3
abc   :   7.479291   7.479291   7.479291
angles:  44.146754  44.146754  44.146748
pbc   :       True       True       True
Sites (15)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.785997  0.785997  0.785997        -0
  1  Ba    0.214003  0.214003  0.214003        -0
  2  Ba    0         0         0               -0
  3  Si    0.619152  0.619152  0.619152        -0
  4  Si    0.380848  0.380848  0.380848        -0
  5  Si    0.5       0.5       0.5             -0
  6  O     0.300516  0.300516  0.724172         0
  7  O     0.724172  0.300516  0.300516         0
  8  O     0.300516  0.724172  0.300516         0
  9  O     0.699484  0.275828  0.699484         0
 10  O     0.699484  0.699484  0.275828         0
 11  O     0.275828  0.699484  0.699484         0
 12  O     0.5       0.5       0                0
 13  O     0.5       0         0.5              0
 14  O     0         0.5       0.5              0",3.0454,GGA Static
mp-18407,BaSiO3,Ba1 Si1 O3,"Full Formula (Ba6 Si6 O18)
Reduced Formula: BaSiO3
abc   :   5.518274   5.518274  13.280251
angles:  90.000000  90.000000 119.999995
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.333333  0.666667  0.404819        -0
  1  Ba    0.666667  0.333333  0.904819        -0
  2  Ba    0.666667  0.333333  0.595181        -0
  3  Ba    0.333333  0.666667  0.095181        -0
  4  Ba    0         0         0.75             0
  5  Ba    0         0         0.25             0
  6  Si    0.333333  0.666667  0.656236         0
  7  Si    0.666667  0.333333  0.156236         0
  8  Si    0.666667  0.333333  0.343764         0
  9  Si    0.333333  0.666667  0.843764         0
 10  Si    0         0         0.5              0
 11  Si    0         0         0                0
 12  O     0.833408  0.166592  0.419941        -0
 13  O     0.833408  0.666817  0.419941        -0
 14  O     0.333183  0.166592  0.419941        -0
 15  O     0.666817  0.833408  0.919941        -0
 16  O     0.166592  0.333183  0.580059        -0
 17  O     0.166592  0.833408  0.919941        -0
 18  O     0.166592  0.333183  0.919941        -0
 19  O     0.833408  0.166592  0.080059        -0
 20  O     0.333183  0.166592  0.080059        -0
 21  O     0.666817  0.833408  0.580059        -0
 22  O     0.166592  0.833408  0.580059        -0
 23  O     0.833408  0.666817  0.080059        -0
 24  O     0.524818  0.049636  0.25            -0
 25  O     0.475182  0.524818  0.75            -0
 26  O     0.049636  0.524818  0.75            -0
 27  O     0.950364  0.475182  0.25            -0
 28  O     0.524818  0.475182  0.25            -0
 29  O     0.475182  0.950364  0.75            -0",2.1330999999999998,GGA Static
mp-776076,BaSiO3,Ba1 Si1 O3,"Full Formula (Ba8 Si8 O24)
Reduced Formula: BaSiO3
abc   :   6.398849   7.928865  14.354105
angles:  62.052226  90.000000  90.000000
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.898283  0.789027  0.625019        -0
  1  Ba    0.592969  0.258033  0.164701        -0
  2  Ba    0.398283  0.210973  0.874981        -0
  3  Ba    0.092969  0.741967  0.335299        -0
  4  Ba    0.907031  0.258033  0.664701        -0
  5  Ba    0.601717  0.789027  0.125019        -0
  6  Ba    0.407031  0.741967  0.835299        -0
  7  Ba    0.101717  0.210973  0.374981        -0
  8  Si    0.851337  0.451606  0.887164         0
  9  Si    0.086582  0.171545  0.089807         0
 10  Si    0.351337  0.548394  0.612836         0
 11  Si    0.586582  0.828455  0.410193         0
 12  Si    0.413418  0.171545  0.589807         0
 13  Si    0.648663  0.451606  0.387164         0
 14  Si    0.913418  0.828455  0.910193         0
 15  Si    0.148663  0.548394  0.112836         0
 16  O     0.090591  0.315916  0.148453        -0
 17  O     0.635348  0.397738  0.952573         0
 18  O     0.338362  0.561806  0.721461         0
 19  O     0.552652  0.677116  0.539195         0
 20  O     0.393179  0.972509  0.355133         0
 21  O     0.052652  0.322884  0.960805         0
 22  O     0.812202  0.928221  0.401214         0
 23  O     0.838362  0.438194  0.778539         0
 24  O     0.135348  0.602262  0.547427         0
 25  O     0.312202  0.071779  0.098786         0
 26  O     0.893179  0.027491  0.144867         0
 27  O     0.409409  0.315916  0.648453        -0
 28  O     0.590591  0.684084  0.351547        -0
 29  O     0.106821  0.972509  0.855133         0
 30  O     0.687798  0.928221  0.901214         0
 31  O     0.864652  0.397738  0.452573         0
 32  O     0.161638  0.561806  0.221461         0
 33  O     0.187798  0.071779  0.598786         0
 34  O     0.947348  0.677116  0.039195         0
 35  O     0.606821  0.027491  0.644867         0
 36  O     0.447348  0.322884  0.460805         0
 37  O     0.661638  0.438194  0.278539         0
 38  O     0.364652  0.602262  0.047427         0
 39  O     0.909409  0.684084  0.851547        -0",4.6051,GGA Static
